id	tid	title	company	business
461	47241	最遊記RELOAD GUNLOCK	電通	ad agent
462	47241	最遊記RELOAD GUNLOCK	ぴえろ	anime maker
463	37479	せんせいのお時間　DOKI DOKI SCHOOL HOURS	竹書房	publishing company
464	37479	せんせいのお時間　DOKI DOKI SCHOOL HOURS	アスミック・エース	film producer
465	37479	せんせいのお時間　DOKI DOKI SCHOOL HOURS	KING RECORD	record company
466	37480	MADLAX（マドラックス）	ビクターエンタテインメント	record company
467	37485	RAGNAROK THE ANIMATION	G&G Entertainment	anime production
468	37485	RAGNAROK THE ANIMATION	GDH	anime production
469	37491	鉄人28号	電通	ad agent
470	37491	鉄人28号	KING RECORD	record company
471	37491	鉄人28号	HobbyJAPAN	goods producer
472	56778	キン肉マンII世　アルティメットマッスル ULTIMATE MUSCLE(1)（キン肉マンII世）	テレビ東京	tv station
473	56778	キン肉マンII世　アルティメットマッスル ULTIMATE MUSCLE(1)（キン肉マンII世）	読売広告社	ad agent
474	56778	キン肉マンII世　アルティメットマッスル ULTIMATE MUSCLE(1)（キン肉マンII世）	東映アニメーション	anime maker
475	35622	キン肉マンII世（キン肉マン２世）	テレビ東京	tv station
476	35622	キン肉マンII世（キン肉マン２世）	読売広告社	ad agent
477	35622	キン肉マンII世（キン肉マン２世）	東映アニメーション	anime maker
478	38827	キン肉マンII世　アルティメットマッスル２ ULTIMATE MUSCLE（キン肉マンII世２）	テレビ東京	tv station
479	38827	キン肉マンII世　アルティメットマッスル２ ULTIMATE MUSCLE（キン肉マンII世２）	読売広告社	ad agent
480	38827	キン肉マンII世　アルティメットマッスル２ ULTIMATE MUSCLE（キン肉マンII世２）	東映アニメーション	anime maker
481	37649	蒼穹のファフナー	KING RECORD	record company
482	37649	蒼穹のファフナー	XEBEC	anime maker
483	37664	ギャラクシーエンジェル(5)（DVDパッケージタイトル…ギャラクシーエンジェルX）	テレビ大阪	tv station
484	37664	ギャラクシーエンジェル(5)（DVDパッケージタイトル…ギャラクシーエンジェルX）	読売広告社	ad agent
485	37664	ギャラクシーエンジェル(5)（DVDパッケージタイトル…ギャラクシーエンジェルX）	ブロッコリー	goods producer
486	37664	ギャラクシーエンジェル(5)（DVDパッケージタイトル…ギャラクシーエンジェルX）	バンダイビジュアル	anime production
487	37791	舞-HiME	SUNRISE	anime maker
488	37791	舞-HiME	バンダイビジュアル	anime production
489	37820	ファンタジックチルドレン　FANTASTIC CHILDREN	博報堂DYメディアパートナーズ	video producer
490	37820	ファンタジックチルドレン　FANTASTIC CHILDREN	日本アニメーション	anime maker
491	37820	ファンタジックチルドレン　FANTASTIC CHILDREN	BANDAI	goods producer
492	37820	ファンタジックチルドレン　FANTASTIC CHILDREN	BANDAI Entertainment	game company
493	37820	ファンタジックチルドレン　FANTASTIC CHILDREN	FlyingDog	record company
494	37822	月詠　「TSUKUYOMI」－MOON　PHASE－	ビクターエンタテインメント	record company
495	37825	遙かなる時空の中で（遥かなる時空の中で…誤り）～八葉抄～	株式会社光栄	game company
496	37825	遙かなる時空の中で（遥かなる時空の中で…誤り）～八葉抄～	白泉社	publishing company
497	37825	遙かなる時空の中で（遥かなる時空の中で…誤り）～八葉抄～	バンダイビジュアル	anime production
498	37825	遙かなる時空の中で（遥かなる時空の中で…誤り）～八葉抄～	ゆめ太カンパニー	anime maker
499	37830	tactics(TACTICS)	テレビ東京メディアネット	program sale
500	37830	tactics(TACTICS)	Studio Deen	anime maker
501	37835	双恋	Media Works	publishing company
502	37835	双恋	KING RECORD	record company
503	37835	双恋	ランティス	record company
504	37835	双恋	読売広告社	ad agent
505	38252	双恋　フタコイ　オルタナティブ	Media Works	publishing company
506	38252	双恋　フタコイ　オルタナティブ	KING RECORD	record company
507	38252	双恋　フタコイ　オルタナティブ	読売広告社	ad agent
508	38252	双恋　フタコイ　オルタナティブ	ランティス	record company
509	37838	BECK	KING RECORD	record company
510	37838	BECK	Marvelous	video producer
513	38030	魔法先生ネギま！(1)	KING RECORD	record company
514	38030	魔法先生ネギま！(1)	XEBEC	anime maker
515	38030	魔法先生ネギま！(1)	読売広告社	ad agent
516	60593	ギャラリーフェイク	テレビ東京	tv station
517	60593	ギャラリーフェイク	Aniplex	anime production
518	38046	まほらば　Heartful days（まほらば～Heartful days～）	SQUARE ENIX	game company
519	38046	まほらば　Heartful days（まほらば～Heartful days～）	KING RECORD	record company
520	38234	創聖のアクエリオン	メディアファクトリー	publishing company
521	38234	創聖のアクエリオン	博報堂DYメディアパートナーズ	video producer
522	38234	創聖のアクエリオン	東北新社	film producer
523	38234	創聖のアクエリオン	BANDAI	goods producer
524	38244	ガラスの仮面	テレビ東京メディアネット	program sale
525	38244	ガラスの仮面	TMS ENTERTAINMENT	anime maker
526	38251	極上生徒会	Konami	game company
527	38452	ぱにぽに　だっしゅ！	SQUARE ENIX	game company
528	38452	ぱにぽに　だっしゅ！	KING RECORD	record company
529	38461	ガン×ソード（GUN×SWORD、ガンソード）	RecoChoku	it company
530	38461	ガン×ソード（GUN×SWORD、ガンソード）	FlyingDog	record company
531	38467	涼風	Marvelous	video producer
532	38619	格闘美神　武龍（ウーロン）(1)	テレビ東京	tv station
533	38619	格闘美神　武龍（ウーロン）(1)	TMS ENTERTAINMENT	anime maker
534	38639	ARIA The ANIMATION	MAG Garden	publishing company
535	38639	ARIA The ANIMATION	HAL FILM MAKER	anime production
536	38639	ARIA The ANIMATION	AT-X	tv station
537	38639	ARIA The ANIMATION	松竹	film producer
538	41617	舞-乙HiME	SUNRISE	anime maker
539	41617	舞-乙HiME	バンダイビジュアル	anime production
540	56775	銀盤カレイドスコープ	Aniplex	anime production
541	357900	CLUSTER EDGE	SUNRISE	anime maker
542	357900	CLUSTER EDGE	バンダイビジュアル	anime production
543	38849	よみがえる空　RESCUE WINGS	バンダイビジュアル	anime production
544	38858	おろしたてミュージカル　練馬大根ブラザーズ	Aniplex	anime production
545	38858	おろしたてミュージカル　練馬大根ブラザーズ	スタジオ雲雀	anime maker
546	38865	かしまし～ガール・ミーツ・ガール～	Media Works	publishing company
547	38865	かしまし～ガール・ミーツ・ガール～	バンダイビジュアル	anime production
548	38865	かしまし～ガール・ミーツ・ガール～	ランティス	record company
549	38865	かしまし～ガール・ミーツ・ガール～	スタジオ雲雀	anime maker
550	39010	格闘美神　武龍（ウーロン）　REBIRTH	テレビ東京	tv station
551	39010	格闘美神　武龍（ウーロン）　REBIRTH	TMS ENTERTAINMENT	anime maker
552	39014	School Rumble スクールランブル　二学期	Marvelous	video producer
553	39014	School Rumble スクールランブル　二学期	創通エージェンシー	ad agent
554	39028	SIMOUN シムーン	バンダイビジュアル	anime production
555	39028	SIMOUN シムーン	Studio Deen	anime maker
556	39028	SIMOUN シムーン	創通エージェンシー	ad agent
557	39033	ラブゲッCHU（ちゅっ）　ミラクル声優白書	アリコシステム	mobile game company
558	39034	エア・ギア　AIRGEAR（エアギア）	Marvelous	video producer
559	39034	エア・ギア　AIRGEAR（エアギア）	東映アニメーション	anime maker
560	39048	いぬかみっ！	KING RECORD	record company
561	39048	いぬかみっ！	Media Works	publishing company
562	39056	.hack//Roots	バンダイビジュアル	anime production
563	39056	.hack//Roots	テレビ東京	tv station
564	39386	ギャラクシーエンジェる～ん（ギャラクシーエンジェるーん）　GALAXY ANGEL II	ブロッコリー	goods producer
565	39386	ギャラクシーエンジェる～ん（ギャラクシーエンジェるーん）　GALAXY ANGEL II	バンダイビジュアル	anime production
566	39386	ギャラクシーエンジェる～ん（ギャラクシーエンジェるーん）　GALAXY ANGEL II	AT-X	tv station
567	39389	ときめきメモリアルOnly Love	Konami	game company
568	39406	ヤマトナデシコ七変化	PONY CANYON	video producer
569	39406	ヤマトナデシコ七変化	日本アニメーション	anime maker
570	39406	ヤマトナデシコ七変化	AT-X	tv station
571	39408	ゴーストハント　GHOST HUNT	テレビ東京	tv station
572	39408	ゴーストハント　GHOST HUNT	Marvelous	video producer
573	39408	ゴーストハント　GHOST HUNT	Avex Entertainment	record company
574	39413	スーパーロボット大戦OG　ディバイン・ウォーズ	バンダイビジュアル	anime production
575	39413	スーパーロボット大戦OG　ディバイン・ウォーズ	テレビ東京	tv station
576	39415	武装錬金　ブソウレンキン	集英社	publishing company
577	39415	武装錬金　ブソウレンキン	NBCユニバーサル・エンターテイメントジャパン	video producer
578	39415	武装錬金　ブソウレンキン	読売広告社	ad agent
579	39438	史上最強の弟子ケンイチ	テレビ東京	tv station
580	39438	史上最強の弟子ケンイチ	TMS ENTERTAINMENT	anime maker
581	39636	がくえんゆーとぴあ　まなびストレート！　MANABI STRAIGHT!	KING RECORD	record company
582	39636	がくえんゆーとぴあ　まなびストレート！　MANABI STRAIGHT!	Media Works	publishing company
583	39636	がくえんゆーとぴあ　まなびストレート！　MANABI STRAIGHT!	KlockWorx	video producer
584	39636	がくえんゆーとぴあ　まなびストレート！　MANABI STRAIGHT!	ufotable	anime maker
585	39637	マスターオブエピック～the animation age～	GDH	anime production
586	39637	マスターオブエピック～the animation age～	テレビ東京メディアネット	program sale
587	39802	ヒロイック・エイジ　HEROIC・AGE	KING RECORD	record company
588	39802	ヒロイック・エイジ　HEROIC・AGE	XEBEC	anime maker
589	39802	ヒロイック・エイジ　HEROIC・AGE	KlockWorx	video producer
590	39803	瀬戸の花嫁	創通エージェンシー	ad agent
591	39803	瀬戸の花嫁	Avex Entertainment	record company
592	39803	瀬戸の花嫁	GDH	anime production
593	39803	瀬戸の花嫁	SQUARE ENIX	game company
594	39803	瀬戸の花嫁	テレビ東京メディアネット	program sale
595	39803	瀬戸の花嫁	AT-X	tv station
596	39813	エル・カザド　EL CAZADOR DE LA BRUJA	FlyingDog	record company
597	39813	エル・カザド　EL CAZADOR DE LA BRUJA	RecoChoku	it company
598	39818	キスダム－ENGAGE PLANET－	バンダイビジュアル	anime production
599	39818	キスダム－ENGAGE PLANET－	サテライト	anime maker
600	39818	キスダム－ENGAGE PLANET－	コピーライツバンク	right management
601	39819	Over Drive　オーバードライヴ	PONY CANYON	video producer
602	39819	Over Drive　オーバードライヴ	XEBEC	anime maker
603	39819	Over Drive　オーバードライヴ	AT-X	tv station
604	39825	ながされて藍蘭島	SQUARE ENIX	game company
605	39825	ながされて藍蘭島	KING RECORD	record company
606	39826	機神大戦　ギガンティック・フォーミュラ	バンダイビジュアル	anime production
607	39826	機神大戦　ギガンティック・フォーミュラ	テレビ東京	tv station
608	39833	鋼鉄三国志 KOUTETSU SANGOKUSHI	NAS	ad agnent
609	39833	鋼鉄三国志 KOUTETSU SANGOKUSHI	Konami	game company
610	40173	バンブーブレード　BAMBOO BLADE	SQUARE ENIX	game company
611	40173	バンブーブレード　BAMBOO BLADE	JVC Entertainment	talent management
612	40173	バンブーブレード　BAMBOO BLADE	AIC	anime maker
613	40173	バンブーブレード　BAMBOO BLADE	KlockWorx	video producer
614	40173	バンブーブレード　BAMBOO BLADE	d-rights	right management
615	40177	スケッチブック ～full color's～	Marvelous	video producer
616	40177	スケッチブック ～full color's～	松竹	film producer
617	40177	スケッチブック ～full color's～	メディアファクトリー	publishing company
618	40177	スケッチブック ～full color's～	TYO	ad maker
619	40177	スケッチブック ～full color's～	AT-X	tv station
620	40187	素敵探偵ラビリンス	PONY CANYON	video producer
621	40187	素敵探偵ラビリンス	創通エージェンシー	ad agent
622	40187	素敵探偵ラビリンス	AT-X	tv station
623	40189	ドラゴノーツ－ザ・レゾナンス　DRAGONAUT －THE RESONANCE－	NAS	ad agnent
624	40189	ドラゴノーツ－ザ・レゾナンス　DRAGONAUT －THE RESONANCE－	Konami	game company
625	40189	ドラゴノーツ－ザ・レゾナンス　DRAGONAUT －THE RESONANCE－	GDH	anime production
626	40217	みなみけ(1)	KING RECORD	record company
627	40217	みなみけ(1)	読売広告社	ad agent
628	40217	みなみけ(1)	博報堂DYメディアパートナーズ	video producer
629	40217	みなみけ(1)	童夢	anime maker
630	40220	獣神演武 HERO TALES	メディアファクトリー	publishing company
631	40220	獣神演武 HERO TALES	Studio FLAG	anime maker
632	40220	獣神演武 HERO TALES	GENCO	right management
633	56018	AIR	TBS	tv station
634	56018	AIR	PONY CANYON	video producer
635	56018	AIR	Movic	goods wholesale
636	56018	AIR	京都アニメーション	anime maker
637	38276	ハチミツとクローバー(1)	アスミック・エース	film producer
638	38276	ハチミツとクローバー(1)	集英社	publishing company
639	38276	ハチミツとクローバー(1)	フジテレビジョン	tv station
640	38276	ハチミツとクローバー(1)	電通	ad agent
641	38276	ハチミツとクローバー(1)	GENCO	right management
642	38607	蟲師	Marvelous	video producer
643	38607	蟲師	Avex Entertainment	record company
644	38607	蟲師	SKY Perfect Well	right management
647	38692	ローゼンメイデン(2)　トロイメント	PONY CANYON	video producer
648	38692	ローゼンメイデン(2)　トロイメント	Movic	goods wholesale
649	38692	ローゼンメイデン(2)　トロイメント	Memory-Tech	disk maker
650	38033	ああっ女神さまっ(1)	バンダイビジュアル	anime production
651	38033	ああっ女神さまっ(1)	講談社	publishing company
652	38033	ああっ女神さまっ(1)	Movic	goods wholesale
653	38033	ああっ女神さまっ(1)	Memory-Tech	disk maker
654	38033	ああっ女神さまっ(1)	TBS	tv station
655	38692	ローゼンメイデン(2)　トロイメント	TBS	tv station
656	368200	スターシップ・オペレーターズ	テレビ東京	tv station
657	368200	スターシップ・オペレーターズ	読売広告社	ad agent
658	38026	ジンキ・エクステンド	テレビ朝日	tv station
659	38026	ジンキ・エクステンド	GANSIS	anime production
660	38026	ジンキ・エクステンド	MAG Garden	publishing company
661	38026	ジンキ・エクステンド	KING RECORD	record company
662	368200	スターシップ・オペレーターズ	NBCユニバーサル・エンターテイメントジャパン	video producer
663	368200	スターシップ・オペレーターズ	Media Works	publishing company
664	57514	Xenosaga THE ANIMATION	東映アニメーション	anime maker
665	57514	Xenosaga THE ANIMATION	ハピネット	goods wholesale
666	57514	Xenosaga THE ANIMATION	ナムコ	game company
667	38253	これが私の御主人様	TBS	tv station
668	38253	これが私の御主人様	NBCユニバーサル・エンターテイメントジャパン	video producer
669	38253	これが私の御主人様	GAINAX	anime maker
670	38253	これが私の御主人様	Memory-Tech	disk maker
671	38249	甲虫王者ムシキング～森の民の伝説～	テレビ東京	tv station
672	38249	甲虫王者ムシキング～森の民の伝説～	読売広告社	ad agent
673	38249	甲虫王者ムシキング～森の民の伝説～	TMS ENTERTAINMENT	anime maker
674	38242	エレメンタル　ジェレイド	テレビ東京	tv station
675	38242	エレメンタル　ジェレイド	創通エージェンシー	ad agent
676	38242	エレメンタル　ジェレイド	XEBEC	anime maker
677	358400	LOVELESS	バンダイビジュアル	anime production
678	358400	LOVELESS	Movic	goods wholesale
679	358400	LOVELESS	Frontier Works	video producer
680	358400	LOVELESS	J.C.STAFF	anime maker
681	38243	いちご100％	集英社	publishing company
682	38243	いちご100％	Avex Entertainment	record company
683	38243	いちご100％	Memory-Tech	disk maker
