tid	title	ori_work	st_date	ed_date	st_day	st_time	ed_time	channel	ch_name	type
17916	燃えろアーサー　白馬の王子	NULL	1980/04/06	1980/09/21	日	19:00	19:30	CX	フジテレビ	earth
17922	釣りキチ三平	NULL	1980/04/07	1982/06/28	月	19:00	19:30	CX	フジテレビ	earth
58580	暗殺教室	NULL	2015/01/09	2015/06/19	金	25:20	25:50	CX	フジテレビ	earth
39463	バーテンダー　Bartender（新聞ラテ欄表記…DO！深夜　バーテンダー）	comic	2006/10/14	2006/12/30	土	25:45	26:15	CX	フジテレビ	earth
363400	TVで発見!!たまごっち	game	1997/07/07	1998/03/23	月	19:56	20:00	CX	フジテレビ	earth
10788	わんぱく探偵団	NULL	1968/02/01	1969/03/30	木	19:00	19:30	CX	フジテレビ	earth
10879	アニマル１（アニマルワン）	NULL	1968/04/01	1968/09/30	月	19:30	20:00	CX	フジテレビ	earth
10902	あかねちゃん	NULL	1968/04/06	1968/09/29	土	19:00	19:30	CX	フジテレビ	earth
11172	ドカチン（ドチカン…誤り）	NULL	1968/10/02	1969/03/26	水	19:00	19:30	CX	フジテレビ	earth
18094	がんばれ元気	NULL	1980/07/16	1981/04/01	水	19:00	19:30	CX	フジテレビ	earth
18201	とんでも戦士ムテキング	NULL	1980/09/07	1981/09/27	日	18:00	18:30	CX	フジテレビ	earth
18235	おじゃまんが山田くん	NULL	1980/09/28	1982/10/10	日	19:00	19:30	CX	フジテレビ	earth
11207	妖怪人間ベム	original	1968/10/07	1969/03/31	月	19:30	20:00	CX	フジテレビ	earth
11233	ジョニーサイファー（ジェニー・サイファー）	NULL	1968/10/21	1969/03/24	月	18:55	19:00	CX	フジテレビ	earth
11369	海底少年マリン（２）	NULL	1969/01/13	1969/09/22	月	18:00	18:30	CX	フジテレビ	earth
18417	家族ロビンソン漂流記　ふしぎな島のフローネ（ふしぎの島のフローネ）	NULL	1981/01/04	1981/12/27	日	19:30	20:00	CX	フジテレビ	earth
18477	タイムボカンシリーズ(5)ヤットデタマン	NULL	1981/02/07	1982/02/06	土	18:30	19:00	CX	フジテレビ	earth
18574	めちゃっこドタコン	NULL	1981/04/04	1981/10/10	土	18:00	18:30	CX	フジテレビ	earth
18592	Dr.スランプ　アラレちゃん（Drスランプ　アラレちゃん）	NULL	1981/04/08	1986/02/19	水	19:00	19:30	CX	フジテレビ	earth
18597	フーセンのドラ太郎	NULL	1981/04/11	1981/08/01	土	19:30	20:00	CX	フジテレビ	earth
18614	新竹取物語　1000年女王	NULL	1981/04/16	1982/03/25	木	19:00	19:30	CX	フジテレビ	earth
11463	そばかすプッチー（そばかすブッチー…誤り）	NULL	1969/03/31	1969/09/27	月～土	18:55	19:00	CX	フジテレビ	earth
371500	GANTZ 〜the first stage〜	comic	2004/04/12	2004/06/21	月	26:28	26:58	CX	フジテレビ	earth
18937	ダッシュ勝平	NULL	1981/10/04	1982/12/26	日	18:00	18:30	CX	フジテレビ	earth
362100	THE SKULLMAN	comic	2007/04/28	2007/07/21	土	25:45	26:15	CX	フジテレビ	earth
18972	うる星やつら	NULL	1981/10/14	1986/03/19	水	19:30	20:00	CX	フジテレビ	earth
18983	ハニーハニーのすてきな冒険	NULL	1981/10/17	1982/05/01	土	18:00	18:30	CX	フジテレビ	earth
19169	南の虹のルーシー	NULL	1982/01/10	1982/12/26	日	19:30	20:00	CX	フジテレビ	earth
19227	タイムボカンシリーズ(6) 逆転イッパツマン（逆転！イッパツマン）	NULL	1982/02/13	1983/03/26	土	18:30	19:00	CX	フジテレビ	earth
42753	さらい屋五葉	NULL	2010/04/15	2010/07/01	木	25:15	25:45	CX	フジテレビ	earth
42752	四畳半神話大系	NULL	2010/04/22	2010/07/01	木	24:45	25:15	CX	フジテレビ	earth
11471	紅三四郎	NULL	1969/04/02	1969/09/24	水	19:00	19:30	CX	フジテレビ	earth
19345	パタリロ！	NULL	1982/04/08		木	19:00	19:30	CX	フジテレビ	earth
19375	科学救助隊テクノボイジャー	NULL	1982/04/17	1982/09/11	土	19:30	20:00	CX	フジテレビ	earth
11495	忍風カムイ外伝	NULL	1969/04/06	1969/09/28	日	18:30	19:00	CX	フジテレビ	earth
19429	おちゃめ神物語コロコロポロン	NULL	1982/05/08	1983/03/26	土	18:00	18:30	CX	フジテレビ	earth
39017	デジモンセイバーズ　DIGIMON SAVERS	game	2006/04/02	2007/03/25	日	09:00	09:30	CX	フジテレビ	earth
11497	どろろ（（第14回より）どろろと百鬼丸）	NULL	1969/04/06	1969/09/28	日	19:30	20:00	CX	フジテレビ	earth
19753	スペースコブラ	NULL	1982/10/07	1983/05/19	木	19:00	19:30	CX	フジテレビ	earth
360000	GIRLSブラボー first season	comic	2004/07/06	2004/09/27	月	26:28	26:58	CX	フジテレビ	earth
359500	超重神グラヴィオン	original	2002/10/07	2002/12/16	月	26:10	26:40	CX	フジテレビ	earth
19796	さすがの猿飛	NULL	1982/10/17	1984/03/11	日	19:00	19:30	CX	フジテレビ	earth
19801	ぼくパタリロ！	NULL	1982/10/19	1983/05/13	火	19:00	19:30	CX	フジテレビ	earth
20002	未来警察ウラシマン	NULL	1983/01/09	1983/12/24	日	18:00	18:30	CX	フジテレビ	earth
20005	アルプス物語　わたしのアンネット	NULL	1983/01/09	1983/12/25	日	19:30	20:00	CX	フジテレビ	earth
11692	ピンチとパンチ	NULL	1969/09/29	1970/03/28	月～土	18:50	18:55	CX	フジテレビ	earth
20175	みゆき	NULL	1983/03/31	1984/04/20	木	19:30	20:00	CX	フジテレビ	earth
20181	ななこＳＯＳ	NULL	1983/04/02	1983/12/24	土	18:00	18:30	CX	フジテレビ	earth
42755	屍鬼	NULL	2010/07/08	2010/12/30	木	25:15	25:45	CX	フジテレビ	earth
20217	タイムボカンシリーズ(7)イタダキマン	NULL	1983/04/09	1983/09/24	土	19:30	20:00	CX	フジテレビ	earth
20319	ストップ！！ひばりくん！	NULL	1983/05/20	1984/01/27	金	19:00	19:30	CX	フジテレビ	earth
20337	ベムベムハンター　こてんぐテン丸	NULL	1983/05/26	1983/10/27	木	19:00	19:30	CX	フジテレビ	earth
11722	ハクション大魔王	NULL	1969/10/05	1970/09/27	日	18:00	18:30	CX	フジテレビ	earth
11726	サザエさん	NULL	1969/10/05		日	18:30	19:00	CX	フジテレビ	earth
11728	ムーミン（ムーミン(1)）	NULL	1969/10/05	1970/12/27	日	19:30	20:00	CX	フジテレビ	earth
20606	機甲創世記モスピーダ	NULL	1983/10/02	1984/03/25	日	09:30	10:00	CX	フジテレビ	earth
20619	特装機兵ドルバック（特捜機兵ドルバック）	NULL	1983/10/07	1984/07/06	金	16:30	17:00	CX	フジテレビ	earth
6629	鉄腕アトム	NULL	1963/01/01	1966/12/31	火	18:15	18:45	CX	フジテレビ	earth
20867	OKAWARI-BOY　スターザンＳ	NULL	1984/01/07	1984/08/25	土	18:30	19:00	CX	フジテレビ	earth
20871	牧場の少女カトリ	NULL	1984/01/08	1984/12/23	日	19:30	20:00	CX	フジテレビ	earth
21037	GU-GUガンモ（Gu-Guガンモ、Gu Guガンモ）	NULL	1984/03/18	1985/03/17	日	19:00	19:30	CX	フジテレビ	earth
21078	らんぽう	NULL	1984/04/05	1984/09/20	木	19:00	19:30	CX	フジテレビ	earth
21098	チックンタックン	NULL	1984/04/09	1986/03/28	月	19:00	19:30	CX	フジテレビ	earth
11820	アタックNo.1	NULL	1969/12/07	1971/11/28	日	19:00	19:30	CX	フジテレビ	earth
7183	仙人部落	NULL	1963/09/04	1964/02/23	水	23:40	23:55	CX	フジテレビ	earth
12029	いたずら天使チッポちゃん（いたずら天使チッポー）	NULL	1970/03/30	1970/12/31	月～土	18:50	18:55	CX	フジテレビ	earth
21274	ふしぎなコアラブリンキー（ふしぎなコアラ・ブリンキー）	NULL	1984/07/07	1984/12/28	土	18:00	18:30	CX	フジテレビ	earth
21299	銀河パトロールPJ	NULL	1984/07/17	1984/08/22	火	06:00	06:30	CX	フジテレビ	earth
21384	よろしくメカドック	NULL	1984/09/01	1985/03/30	土	18:30	19:00	CX	フジテレビ	earth
21430	ふたり鷹	NULL	1984/09/27	1985/06/21	木	19:30	20:00	CX	フジテレビ	earth
21453	ドタンバのマナー（第180回から…ドタンバのマナー　海外編）	NULL	1984/10/03	1987/04/09	水金土	22:54	23:00	CX	フジテレビ	earth
42756	海月姫	NULL	2010/10/14	2010/12/30	木	24:45	25:15	CX	フジテレビ	earth
12034	あしたのジョー（あしたのジョー(1)）	NULL	1970/04/01	1971/09/29	水	19:00	19:30	CX	フジテレビ	earth
21461	森のトントたち	NULL	1984/10/05	1985/03/29	金	17:30	18:00	CX	フジテレビ	earth
21463	（痛快!!ゴルフアニメ）あした天気になあれ（明日天気になぁれ…誤り）	NULL	1984/10/06	1985/09/27	土	18:00	18:30	CX	フジテレビ	earth
21483	世紀末救世主伝説　北斗の拳　ほくとのけん(1)	comic	1984/10/11	1987/03/05	木	19:00	19:30	CX	フジテレビ	earth
21646	小公女セーラ（プリンセス・セーラ）（小公女セイラ…誤り）	NULL	1985/01/06	1985/12/29	日	19:30	20:00	CX	フジテレビ	earth
21828	Touch タッチ（Touch タッチ　甲子園に向けて）	NULL	1985/03/24	1987/03/22	日	19:00	19:30	CX	フジテレビ	earth
21866	炎のアルペンローゼ　ジュディ＆ランディ	NULL	1985/04/06	1986/04/03	土	17:30	18:00	CX	フジテレビ	earth
12036	サラリーマンミニミニ作戦	NULL	1970/04/01	1970/09/30	水	21:56	22:00	CX	フジテレビ	earth
12055	おたのしみアニメ劇場	NULL	1970/04/05	1970/09/27	日	20:00	20:56	CX	フジテレビ	earth
12068	昆虫物語　みなしごハッチ	NULL	1970/04/07	1971/12/28	火	19:00	19:30	CX	フジテレビ	earth
7303	鉄人28号（鉄人28号(1)）	comic	1963/10/20	1965/05/27	日	20:00	20:30	CX	フジテレビ	earth
22262	ゲゲゲの鬼太郎(3)	comic	1985/10/12	1988/02/06	土	18:30	19:00	CX	フジテレビ	earth
22264	ハイスクール！奇面組（ハイスクール奇面組…誤り）	NULL	1985/10/12	1987/09/26	土	19:30	20:00	CX	フジテレビ	earth
22459	愛少女ポリアンナ物語（愛少女ポリアンナストーリー）	NULL	1986/01/05	1986/12/28	日	19:30	20:00	CX	フジテレビ	earth
22582	DRAGON BALL ドラゴンボール	comic	1986/02/26	1989/04/19	水	19:00	19:30	CX	フジテレビ	earth
22648	めぞん一刻	NULL	1986/03/26	1988/03/02	水	19:30	20:00	CX	フジテレビ	earth
7481	シスコン王子	NULL	1963/12/20	1964/03/27	金	18:15	18:45	CX	フジテレビ	earth
23092	あんみつ姫	NULL	1986/10/05	1987/09/27	日	18:00	18:30	CX	フジテレビ	earth
12332	いなかっぺ大将	NULL	1970/10/04	1972/09/24	日	18:00	18:30	CX	フジテレビ	earth
12336	のらくろ	NULL	1970/10/05	1971/03/29	月	19:00	19:30	CX	フジテレビ	earth
12344	われらサラリーマン党	NULL	1970/10/07	1971/03/31	水	21:56	22:00	CX	フジテレビ	earth
12466	カバトット	NULL	1971/01/01	1972/09/30	月～土	18:55	19:00	CX	フジテレビ	earth
23372	愛の若草物語	NULL	1987/01/11	1987/12/27	日	19:30	20:00	CX	フジテレビ	earth
45237	放浪息子	NULL	2011/01/13	2011/03/31	木	25:15	25:45	CX	フジテレビ	earth
23479	世紀末救世主伝説　北斗の拳２（北斗の拳II）	comic	1987/03/12	1988/02/18	木	19:00	19:30	CX	フジテレビ	earth
23517	陽あたり良好！	NULL	1987/03/29	1988/03/20	日	19:00	19:30	CX	フジテレビ	earth
12476	アンデルセン物語	NULL	1971/01/03	1971/12/26	日	19:30	20:00	CX	フジテレビ	earth
23804	SLIPPYDANDY	NULL	1987/08/06	1987/09/03	木	24:45	25:15	CX	フジテレビ	earth
23923	のらくろクン（のらくろ）	NULL	1987/10/04	1988/10/02	日	18:00	18:30	CX	フジテレビ	earth
38670	Paradise Kiss（パラダイスキス）	comic	2005/10/13	2005/12/29	木	24:35	25:05	CX	フジテレビ	earth
7642	０戦はやと（０戦ハヤト、ゼロ戦はやと）	NULL	1964/01/21	1964/10/27	火	18:15	18:45	CX	フジテレビ	earth
23985	ついでにとんちんかん	NULL	1987/10/17	1988/10/01	土	19:30	20:00	CX	フジテレビ	earth
12631	さすらいの太陽	NULL	1971/04/08	1971/09/30	木	19:00	19:30	CX	フジテレビ	earth
24196	小公子セディ（小公女セディ…誤り）	NULL	1988/01/10	1988/12/25	日	19:30	19:58	CX	フジテレビ	earth
45238	フラクタル	NULL	2011/01/13	2011/03/31	木	24:45	25:15	CX	フジテレビ	earth
24246	ゲゲゲの鬼太郎(4)　地獄編	comic	1988/02/08	1988/03/21	月	19:00	19:30	CX	フジテレビ	earth
24253	おそ松くん（新・おそ松くん）	NULL	1988/02/13	1989/12/30	土	18:30	19:00	CX	フジテレビ	earth
24269	魁!!男塾	NULL	1988/02/25	1988/03/24	月	19:00	19:30	CX	フジテレビ	earth
24295	F－エフ－	NULL	1988/03/09	1988/12/23	水	19:30	19:58	CX	フジテレビ	earth
24326	キテレツ大百科	NULL	1988/03/27	1996/06/09	日	19:00	19:30	CX	フジテレビ	earth
24352	ドクター秩父山	NULL	1988/04/03	1988/07/31	日	02:00		CX	フジテレビ	earth
23914	くりいむレモン レモンエンジェル(1)	original	1987/10/01	1987/12/24	火・水・木	25:00	25:05	CX	フジテレビ	earth
24239	ミッドナイトアニメ くりいむレモン レモンエンジェル(2)	original	1988/02/03	1988/03/30	水	25:00	25:05	CX	フジテレビ	earth
12859	国松さまのお通りだい	NULL	1971/10/06	1972/09/25	水	19:00	19:30	CX	フジテレビ	earth
24771	ひみつのアッコちゃん	NULL	1988/10/09	1989/12/24	日	18:00	18:30	CX	フジテレビ	earth
12868	ゲゲゲの鬼太郎(2)（新・ゲゲゲの鬼太郎）	comic	1971/10/07	1972/09/28	木	19:00	19:30	CX	フジテレビ	earth
24814	名門！第三野球部	NULL	1988/10/22	1989/09/29	土	19:30	19:58	CX	フジテレビ	earth
24979	ピーターパンの冒険	NULL	1989/01/15	1989/12/24	日	19:30	19:58	CX	フジテレビ	earth
14439	ウリクベン救助隊	NULL	1974/09/30	1975/03/29	月～土	18:55	19:00	CX	フジテレビ	earth
12993	樫の木モック（かしの木モック）	NULL	1972/01/04	1972/12/26	火	19:00	19:30	CX	フジテレビ	earth
25259	らんま1/2(1)	NULL	1989/04/15	1989/09/16	土	19:30	20:00	CX	フジテレビ	earth
25269	DRAGON BALL Z（ドラゴンボールゼット、ドラゴンボールＺ）	comic	1989/04/19	1996/01/31	水	19:00	19:30	CX	フジテレビ	earth
13007	ムーミン（２）（新ムーミン）	NULL	1972/01/09	1972/12/31	日	19:30	20:00	CX	フジテレビ	earth
46254	トリコ	NULL	2011/04/03	2014/04/06	日	09:00	09:30	CX	フジテレビ	earth
25695	がきデカ	NULL	1989/10/16	1990/03/26	月	17:30	18:00	CX	フジテレビ	earth
25696	かりあげクン	NULL	1989/10/17	1990/12/21	火	17:30	18:00	CX	フジテレビ	earth
25700	まじかるハット	NULL	1989/10/18	1990/07/06	水	17:30	18:00	CX	フジテレビ	earth
25708	たいむとらぶる　トンデケマン！	NULL	1989/10/19	1990/08/26	木	17:30	18:00	CX	フジテレビ	earth
25710	らんま1/2　熱闘編（らんま1/2(2)熱闘編）	NULL	1989/10/20	1992/09/25	金	17:30	18:00	CX	フジテレビ	earth
25809	DRAGON QUEST(1)　（ドラゴンクエスト、ドラゴンクエスト　ダイの冒険）	NULL	1989/12/02	1990/09/22	土	19:30	20:00	CX	フジテレビ	earth
25942	平成天才バカボン	NULL	1990/01/06	1990/12/29	土	18:30	19:00	CX	フジテレビ	earth
25944	ちびまる子ちゃん（ちびまる子ちゃん(1)）	NULL	1990/01/07	1992/09/27	日	18:00	18:30	CX	フジテレビ	earth
13126	赤胴鈴之助（赤銅鈴之助、赤銅鈴之介…誤り）	NULL	1972/04/05	1973/03/28	水	19:00	19:30	CX	フジテレビ	earth
25978	私のあしながおじさん	NULL	1990/01/14	1990/12/23	日	19:30	19:58	CX	フジテレビ	earth
14408	グレートマジンガー	comic	1974/09/08	1975/09/28	日	19:00	19:30	CX	フジテレビ	earth
26182	ことわざハウス　健康編（ことわざハウス　健康論）	NULL	1990/04/04	1994/09/28	土			CX	フジテレビ	earth
369000	FNS地球特捜隊ダイバスター	original	2005/10/29	2006/03/25	土	26:15	26:40	CX	フジテレビ	earth
27000	おれは直角	NULL	1991/01/05	1991/10/12	土			CX	フジテレビ	earth
13315	科学忍者隊ガッチャマン(1)	NULL	1972/10/01	1974/09/29	日	18:00	18:30	CX	フジテレビ	earth
27032	DRAGON QUEST(2)（ドラゴンクエスト(2)）	NULL	1991/01/11	1991/04/05	金	16:00	16:30	CX	フジテレビ	earth
27041	トラップ一家物語	NULL	1991/01/13	1991/12/22	日	19:30		CX	フジテレビ	earth
27093	人魚姫マリーナの冒険	NULL	1991/02/02	1991/07/27	土			CX	フジテレビ	earth
38607	蟲師	comic	2005/10/22	2006/03/11	土	27:40	28:00	CX	フジテレビ	earth
24561	ミッドナイトアニメ Lemon Angel（３）	original	1988/07/07	1988/09/15	木	25:00	25:05	CX	フジテレビ	earth
8715	ドルフィン王子	NULL	1965/04/04	1965/04/18	日	19:30	20:00	CX	フジテレビ	earth
27304	ハイスクールミステリー　学園七不思議	NULL	1991/04/12	1992/03/13	金			CX	フジテレビ	earth
13346	ハゼドン	NULL	1972/10/05	1973/03/29	木	19:00	19:30	CX	フジテレビ	earth
13350	かいけつタマゴン	NULL	1972/10/05	1973/09/28	月～土	18:55	19:00	CX	フジテレビ	earth
27931	丸出だめ夫	NULL	1991/11/02	1992/09/26	土	18:00	18:30	CX	フジテレビ	earth
28195	大草原の小さな天使ブッシュベイビー	NULL	1992/01/12	1992/12/20	日	19:30	20:00	CX	フジテレビ	earth
13453	マジンガーＺ	comic	1972/12/03	1974/09/01	日	19:00	19:30	CX	フジテレビ	earth
13503	けろっこデメタン（けろっ子デメタン…誤り）	NULL	1973/01/02	1973/09/25	火	19:00	19:30	CX	フジテレビ	earth
13522	山ねずみロッキーチャック	NULL	1973/01/07	1973/12/30	日	19:30	20:00	CX	フジテレビ	earth
28919	ツヨシしっかりしなさい	NULL	1992/10/04	1994/12/25	日	18:00	18:30	CX	フジテレビ	earth
28927	ノンタンといっしょ	NULL	1992/10/05	1994/03/18	月～金	05:40	06:10	CX	フジテレビ	earth
28936	スーパーヅガン	NULL	1992/10/08	1993/03/18	木	25:40	26:10	CX	フジテレビ	earth
28951	幽☆遊☆白書（幽遊白書、ゆうゆうはくしょ）	NULL	1992/10/10	1995/01/07	土	18:30	19:00	CX	フジテレビ	earth
8771	宇宙エース	NULL	1965/05/01	1966/01/20	土	18:15	18:45	CX	フジテレビ	earth
29232	若草物語　ナンとジョー先生	NULL	1993/01/17	1993/12/19	日	19:30	20:00	CX	フジテレビ	earth
29815	蒼き伝説　シュート！	NULL	1993/11/07	1994/12/25	日	09:30	10:00	CX	フジテレビ	earth
29948	七つの海のティコ	NULL	1994/01/16	1994/12/18	日	19:30	20:00	CX	フジテレビ	earth
46246	あの日見た花の名前を僕たちはまだ知らない	NULL	2011/04/14	2011/06/23	木	25:15	25:45	CX	フジテレビ	earth
46247	C	NULL	2011/04/14	2011/06/23	木	24:45	25:15	CX	フジテレビ	earth
28480	まぼろしまぼちゃん	NULL	1992/04/17	1992/09/25	金	16:00	16:30	CX	フジテレビ	earth
38276	ハチミツとクローバー(1)	comic	2005/04/14	2005/09/29	木	24:35	25:05	CX	フジテレビ	earth
30337	親子クラブ	NULL	1994/10/03		月火	04:25	04:30	CX	フジテレビ	earth
13688	荒野の少年イサム	NULL	1973/04/04	1974/03/27	水	19:00	19:30	CX	フジテレビ	earth
30393	キャプテン翼Ｊ（キャプテン翼Ｊ　ワールドユース編…(38)-(47)）	NULL	1994/10/21	1995/12/22	金	19:30	19:58	CX	フジテレビ	earth
30535	空想科学ガリバーボーイ	NULL	1995/01/08	1995/12/24	日	09:00	09:30	CX	フジテレビ	earth
30536	ちびまる子ちゃん（ちびまる子ちゃん(2)）	NULL	1995/01/08		日	18:00	18:30	CX	フジテレビ	earth
30562	NINKU－忍空－（忍空－NINKU－…誤り）	NULL	1995/01/14	1996/02/24	土	18:30	19:00	CX	フジテレビ	earth
30565	ロミオの青い空	NULL	1995/01/15		日	19:30	19:58	CX	フジテレビ	earth
30566	空想科学世界　ガリバーボーイ	NULL	1995/01/15	1996/01/07	日	09:00	09:30	CX	フジテレビ	earth
48219	うさぎドロップ	NULL	2011/07/07	2011/09/15	木	24:45	25:15	CX	フジテレビ	earth
48220	No.6	NULL	2011/07/07	2011/09/15	木	25:15	25:45	CX	フジテレビ	earth
30684	世界名作童話シリーズ　ワ～ォ！メルヘン王国（アニメ世界の童話）	NULL	1995/04/07	1995/09/29	金			CX	フジテレビ	earth
30754	クマのプー太郎	NULL	1995/04/26	1996/03/29	水	19:30	19:58	CX	フジテレビ	earth
31180	ゲゲゲの鬼太郎(5)	comic	1996/01/07	1998/03/29	日	09:00	09:30	CX	フジテレビ	earth
31136	るろうに剣心－明治剣客浪漫譚－	NULL	1996/01/10	1998/09/08	水	19:30	19:58	CX	フジテレビ	earth
31208	名犬ラッシー	NULL	1996/01/14	1996/08/18	日	19:30	19:58	CX	フジテレビ	earth
31238	DRAGON BALL GT（ドラゴンボールジーティー、ドラゴンボールGT）	comic	1996/02/07	1997/11/20	水	19:00	19:30	CX	フジテレビ	earth
31271	みどりのマキバオー	NULL	1996/03/02	1997/07/12	土	18:30	19:00	CX	フジテレビ	earth
47585	UN-GO	NULL	2011/10/13	2011/12/22	木	24:45	25:15	CX	フジテレビ	earth
48291	ギルティクラウン	NULL	2011/10/13	2012/03/22	木	25:15	25:45	CX	フジテレビ	earth
31387	いじわるばあさん	NULL	1996/04/19	1997/06/13	金	19:00	19:29	CX	フジテレビ	earth
31458	こちら葛飾区亀有公園前派出所（こち亀）	comic	1996/06/16	2004/12/19	日	19:00	19:30	CX	フジテレビ	earth
31561	家なき子レミ	NULL	1996/09/01	1997/03/23	日	19:30	19:58	CX	フジテレビ	earth
60712	エリアの騎士	NULL	2012/01/07	2012/09/29	土	06:00	06:30	CX	フジテレビ	earth
32049	中華一番！	NULL	1997/04/27	1998/09/13	日	19:30	19:58	CX	フジテレビ	earth
32181	烈火の炎	NULL	1997/07/19	1998/03/28	土	18:30	19:00	CX	フジテレビ	earth
5664	テルマエ・ロマエ	NULL	2012/01/12		木	24:45	25:15	CX	フジテレビ	earth
32376	ドクタースランプ Dr.SLUMP（リメイク版）	NULL	1997/11/05	1999/09/22	水	19:00	19:30	CX	フジテレビ	earth
63256	ゲゲゲの鬼太郎	comic	2018/04/01		日	09:00	09:30	CX	フジテレビ	earth
63192	恋は雨上がりのように	NULL	2018/01/11		木	24:55	25:25	CX	フジテレビ	earth
62561	いぬやしき	NULL	2017/10/12		木	25:20	25:50	CX	フジテレビ	earth
51390	ブラック★ロックシューター（ブラック・ロックシューター、BLACK★ROCK SHOOTER、B★RS）	NULL	2012/02/02	2012/03/22	木	24:45	25:15	CX	フジテレビ	earth
32685	ひみつのアッコちゃん	NULL	1998/04/06	1999/03/05	月	17:25	17:54	CX	フジテレビ	earth
14342	小さなバイキング・ビッケ（小さなバイキングビッケ）	NULL	1974/07/03	1975/09/24	水	19:00	19:30	CX	フジテレビ	earth
13948	新造人間キャシャーン	original	1973/10/02	1974/06/25	火	19:00	19:30	CX	フジテレビ	earth
33000	アニメ　ラ・ドルヤ	NULL	1998/10/19	1998/12/25	月～金	25:10	25:20	CX	フジテレビ	earth
39655	のだめカンタービレ（のだめカンタビーレ…誤り）	comic	2007/01/11	2007/06/28	木	24:45	25:15	CX	フジテレビ	earth
62047	DIVE!!	NULL	2017/07/06		木	24:55	25:25	CX	フジテレビ	earth
61737	冴えない彼女の育てかた♭ Saenai heroine no sodate-kata flat（「彼女」にルビ「ヒロイン」が、「♭」にルビ「フラット」が、それぞれ付く）	NULL	2017/04/13	2017/06/22	木	25:20	25:50	CX	フジテレビ	earth
42017	月面兎兵器ミーナ	novel	2007/01/13	2007/03/24	土	25:45	26:15	CX	フジテレビ	earth
51964	坂道のアポロン	NULL	2012/04/12	2012/06/28	木	24:45	25:15	CX	フジテレビ	earth
33090	どっきりドクター	NULL	1998/10/21	1999/06/23	水	19:30	20:00	CX	フジテレビ	earth
52184	つり球	NULL	2012/04/12	2012/06/28	木	25:15	25:45	CX	フジテレビ	earth
61501	サムライチャンプルー（サムライチャンプルー(1)）	original	2004/05/19	2004/09/22	水	25:28	26:58	CX	フジテレビ	earth
33377	デジモンアドベンチャー（デジモンアドベンチャー(1)）	game	1999/03/12	2000/04/02	金	16:25	16:54	CX	フジテレビ	earth
33378	∀ガンダム（ターンAガンダム）GUNDAM	original	1999/03/12	2000/04/13	金	16:55		CX	フジテレビ	earth
61293	クズの本懐	NULL	2017/01/12		木	24:55	25:25	CX	フジテレビ	earth
52671	もやしもんリターンズ	comic	2012/07/05	2012/09/15	木	24:45	25:15	CX	フジテレビ	earth
52672	夏雪ランデブー	NULL	2012/07/05		木	25:15	25:45	CX	フジテレビ	earth
60976	舟を編む	NULL	2016/10/13	2016/12/22	木	25:25	25:55	CX	フジテレビ	earth
367400	リストランテ・パラディーゾ	comic	2009/04/08	2009/06/24	水	26:)8	26:38	CX	フジテレビ	earth
37476	レジェンズ　甦る竜王伝説	media_mix	2004/04/04	2005/03/27	日	09:30	10:00	CX	フジテレビ	earth
56373	源氏物語千年紀 Genji	novel	2009/01/15	2009/03/26	木	24:45	25:15	CX	フジテレビ	earth
33585	GTO	NULL	1999/06/30	2000/09/24	水	19:30	20:00	CX	フジテレビ	earth
53658	PSYCHO-PASS　サイコパス（サイコパス(1)）	NULL	2012/10/11	2013/03/21	木	24:45	25:15	CX	フジテレビ	earth
33106	頭文字D(1)（イニシャルＤ）	comic	1998/04/18	1998/12/05	土	27:20	27:50	CX	フジテレビ	earth
61472	モンスターハンターストーリーズ RIDE ON	NULL	2016/10/02		日	08:30	09:00	CX	フジテレビ	earth
60575	バッテリー	NULL	2016/07/14	2016/09/22	木	25:55	26:25	CX	フジテレビ	earth
53823	ロボティクス・ノーツ	NULL	2012/10/11	2013/03/21	木	25:15	25:45	CX	フジテレビ	earth
39798	ゲゲゲの鬼太郎(6)	comic	2007/04/01	2009/03/29	日	09:00	09:30	CX	フジテレビ	earth
41370	ミチコとハッチン	original	2008/10/15	2009/03/18	水	26:08	26:38	CX	フジテレビ	earth
13967	ドロロンえん魔くん	NULL	1973/10/04	1974/03/28	木	19:00	19:30	CX	フジテレビ	earth
33820	頭文字D Second Stage（イニシャルＤ）	comic	1999/10/14	2000/01/20	木	25:55	26:25	CX	フジテレビ	earth
33833	HUNTER×HUNTER（ハンター×ハンター）（HUNTER×HUNTER(1)）	NULL	1999/10/16	2001/03/31	土	18:30	19:00	CX	フジテレビ	earth
33844	ワンピース　ONE PIECE	NULL	1999/10/20		水	19:00	19:30	CX	フジテレビ	earth
8819	怪盗プライド（プライド博士…誤り）	NULL	1965/05/31	1966/11/04	月～金	18:07	18:15	CX	フジテレビ	earth
60236	甲鉄城のカバネリ	NULL	2016/04/07	2016/06/30	木	25:55	26:25	CX	フジテレビ	earth
37061	R.O.D THE TV	NULL	2003/10/15	2004/03/16	水	26:58	27:28	CX	フジテレビ	earth
41967	GUNSLINGER GIRL（ガンスリンガー・ガール）	comic	2003/10/08	2004/02/18	水	27:48	28:18	CX	フジテレビ	earth
39192	ハチミツとクローバーII（新聞ラテ欄表記…ハチミツとクローバー２）	comic	2006/06/29	2006/09/14	木	24:45	25:15	CX	フジテレビ	earth
