tid	title	ori_work	st_date	ed_date	st_day	st_time	ed_time	channel	ch_name	type
57301	ガールフレンド（仮）	NULL	2014/10/12		日	25:35	26:05	TX	テレビ東京	earth
58007	カードファイト！ヴァンガードＧ	NULL	2014/10/26	2015/10/04	日	10:00	10:30	TX	テレビ東京	earth
58537	神様はじめました◎	NULL	2015/01/05	2015/03/30	月	26:05	26:35	TX	テレビ東京	earth
58549	美男高校地球防衛部LOVE!	NULL	2015/01/06	2015/03/24	火	25:40	26:10	TX	テレビ東京	earth
35336	FFアンリミテッド（FF:U）～ファイナルファンタジー：アンリミテッド～	NULL	2001/10/02		火	18:30	19:00	TX	テレビ東京	earth
35331	しあわせソウのオコジョさん	NULL	2001/10/02	2002/09/24	火	18:00	18:30	TX	テレビ東京	earth
35326	くるくるアミー	NULL	2001/10/01		月～金	06:40	06:45	TX	テレビ東京	earth
56619	のんのんびより(2)	NULL	2015/07/06	2015/09/20	月	26:05	26:35	TX	テレビ東京	earth
35210	グラップラー刃牙（バキ）（最大トーナメント編）	NULL	2001/07/23	2001/12/24	月	25:45	26:15	TX	テレビ東京	earth
58563	戦国無双	NULL	2015/01/11	2015/03/29	日	25:35	26:05	TX	テレビ東京	earth
58569	聖剣使いの禁呪詠唱（ワールドブレイク）	light_novel	2015/01/11	2015/03/29	日	25:05	25:35	TX	テレビ東京	earth
35177	コスモウォーリアー零	NULL	2001/07/06		金	27:10	27:40	TX	テレビ東京	earth
372700	マーメイドメロディー ぴちぴちピッチ(2) ピュア	comic	2004/04/03	2004/12/25	土	07:00	07:30	TX	テレビ東京	earth
35169	フルーツバスケット	NULL	2001/07/05	2001/12/27	木	18:00	18:30	TX	テレビ東京	earth
35164	シャーマンキング	NULL	2001/07/04	2002/09/25	水	18:30	19:00	TX	テレビ東京	earth
35162	スクライド（スクラウド）	NULL	2001/07/04	2001/12/26	水	18:00	18:30	TX	テレビ東京	earth
58761	たまごっち！　たまともだいしゅーGO	game	2015/04/02	2015/09/24	木	18:00	18:30	TX	テレビ東京	earth
35146	まみむめ☆もがちょ	NULL	2001/07/01		日	06:30	07:00	TX	テレビ東京	earth
35092	チャンス トライアングルセッション	NULL	2001/05/20	2001/08/26	日	25:30	26:00	TX	テレビ東京	earth
35052	グラップラー刃牙（バキ）（少年王者編）	NULL	2001/04/23	2001/06/25	月	25:45	26:15	TX	テレビ東京	earth
58801	デュエル・マスターズVSR	comic	2015/04/05	2016/03/27	日	08:30	09:00	TX	テレビ東京	earth
35000	プロジェクトアームズ PROJECT ARMS	NULL	2001/04/07		土	24:50	25:20	TX	テレビ東京	earth
59869	ダイヤのA SECOND SEASON	NULL	2015/04/06	2016/03/28	月	18:00	18:30	TX	テレビ東京	earth
34993	仰天人間バトシーラー	NULL	2001/04/07	2002/03/30	土	08:00	08:30	TX	テレビ東京	earth
58599	銀魂゜	comic	2015/04/08	2016/03/30	水	18:00	18:30	TX	テレビ東京	earth
34992	ZOE（Z.O.E.） Dolores,i crisis	NULL	2001/04/06	2001/09/28	金	26:30	27:00	TX	テレビ東京	earth
34991	電脳冒険記ウェブダイバー	NULL	2001/04/06	2002/03/29	金	18:00	18:30	TX	テレビ東京	earth
34982	NOIR（ノワール）	NULL	2001/04/05		木	25:15	25:45	TX	テレビ東京	earth
34976	ウッディー・ウッドペッカー	NULL	2001/04/05	2001/10/07	木	18:00	18:30	TX	テレビ東京	earth
34974	シスター∇プリンセス（シスタープリンセス、シスター・プリンセス）	NULL	2001/04/04	2001/09/26	水	24:45	25:15	TX	テレビ東京	earth
34969	スターオーシャンEX	NULL	2001/04/03	2001/09/25	火	18:30	19:00	TX	テレビ東京	earth
34968	ジャングルはいつもハレのちグゥ	NULL	2001/04/03	2001/09/25	火	18:00	18:30	TX	テレビ東京	earth
59224	実は私は	NULL	2015/07/06		月	25:35	26:05	TX	テレビ東京	earth
59240	のんのんびより　りぴーと	NULL	2015/07/06		月	26:05	26:35	TX	テレビ東京	earth
34944	機動天使エンジェリックレイヤー	NULL	2001/04/01	2001/09/30	日	17:20	17:50	TX	テレビ東京	earth
34943	超感覚アニメーション　RUN=DIM（ランディム）	NULL	2001/04/01	2001/06/24	日	06:30	07:00	TX	テレビ東京	earth
34941	超GALS！寿蘭（スーパーギャルズ・ことぶきらん）	NULL	2001/04/01	2002/03/31	日	08:30	09:00	TX	テレビ東京	earth
34891	Dr.リンにきいてみて！（Drリンにきいてみて！）	NULL	2001/03/05	2002/02/25	月	18:30	19:00	TX	テレビ東京	earth
41941	リルリルフェアリル～妖精のドア～	NULL	2016/02/06		土	07:00	07:30	TX	テレビ東京	earth
59516	かみさまみならい　ヒミツのここたま	NULL	2015/10/01		木	18:00	18:30	TX	テレビ東京	earth
60193	アイカツ！（第４シリーズ）	NULL	2015/10/01	2016/03/31	木	18:30	19:00	TX	テレビ東京	earth
34778	地球少女アルジュナ（地球少女アルジェナ…誤り）	NULL	2001/01/09	2001/03/27	火	18:00	18:30	TX	テレビ東京	earth
59523	テレビアニメ　いとしのムーコ Lovely Muuuuuuuco！	NULL	2015/10/03	2016/03/26	土	09:14	09:30	TX	テレビ東京	earth
34774	グラップラー刃牙（バキ）（幼年編）	NULL	2001/01/08	2001/04/16	月	25:45	26:15	TX	テレビ東京	earth
34768	爆転シュート ベイブレード(1)	NULL	2001/01/08	2001/12/24	月	18:00	18:30	TX	テレビ東京	earth
59556	ワンパンマン	NULL	2015/10/04		日	25:05	25:35	TX	テレビ東京	earth
59557	おそ松さん（おそ松さん(1)）	NULL	2015/10/05	2016/03/28	月	25:35	26:05	TX	テレビ東京	earth
59571	ゆるゆり　さん☆ハイ！	NULL	2015/10/05	2015/12/21	月	26:05	26:35	TX	テレビ東京	earth
34545	アルジェントソーマ	NULL	2000/10/05	2001/03/29	木	25:15	25:45	TX	テレビ東京	earth
34542	GEAR戦士電童（ギア戦士電童）	NULL	2000/10/04	2001/06/27	水	18:00	18:30	TX	テレビ東京	earth
59563	DD北斗の拳２　イチゴ味＋	comic	2015/10/06	2015/12/22	火	25:35	26:05	TX	テレビ東京	earth
34529	ハムスター倶楽部	NULL	2000/10/02	2001/03/30	月～金	06:40	6:45	TX	テレビ東京	earth
59583	牙狼－紅蓮ノ月－	NULL	2015/10/09		金	25:23	25:53	TX	テレビ東京	earth
59594	カードファイト!!ヴァンガードG　ギアースクライシス編	NULL	2015/10/11	2016/04/10	日	10:00	10:30	TX	テレビ東京	earth
59665	ポケットモンスターXY&Z	game	2015/10/29	2016/11/10	木	19:00	19:30	TX	テレビ東京	earth
34392	マジックスクールバス２	NULL	2000/07/08		土	07:30	08:00	TX	テレビ東京	earth
34384	とっとこハム太郎(1)	comic	2000/07/07	2004/03/26	金	18:30	19:00	TX	テレビ東京	earth
34383	メダロット魂	NULL	2000/07/07	2001/03/30	金	18:00	18:30	TX	テレビ東京	earth
34263	ラブひな	NULL	2000/04/19	2000/09/27	水	22:28	22:58	TX	テレビ東京	earth
59950	シュヴァルツェスマーケン	NULL	2016/01/10	2016/03/27	日	25:05	25:35	TX	テレビ東京	earth
61813	闇芝居（闇芝居(3)）	NULL	2016/01/10	2016/04/03	日	26:35	26:40	TX	テレビ東京	earth
34261	遊☆戯☆王　デュエルモンスターズ（遊戯王デュエルモンスターズ）	comic	2000/04/18	2004/09/29	火	19:28	19:55	TX	テレビ東京	earth
59959	蒼の彼方のフォーリズム	NULL	2016/01/11		月	26:05	26:35	TX	テレビ東京	earth
34259	うちゅう人　田中太郎　-TAROU TANAKA-	NULL	2000/04/17	2001/03/30	月～金	06:45	07:30	TX	テレビ東京	earth
34217	タイムボカン2000　怪盗キラメキマン（怪盗きらめきマン）	NULL	2000/04/05	2000/09/27	水	18:00	18:30	TX	テレビ東京	earth
34215	幻想魔伝・最遊記	NULL	2000/04/04	2001/03/27	火	18:30	19:00	TX	テレビ東京	earth
60224	Re:ゼロから始める異世界生活	NULL	2016/04/03	2016/09/18	日	25:05	25:35	TX	テレビ東京	earth
60217	ベイブレードバースト（ベイブレードバースト(1)）	NULL	2016/04/04	2017/03/27	月	17:55	18:25	TX	テレビ東京	earth
60218	聖戦ケルベロス　竜刻のファタリテ	NULL	2016/04/04	2016/06/27	月	25:35	26:05	TX	テレビ東京	earth
60257	ハンドレッド	NULL	2016/04/04		月	26:05	26:35	TX	テレビ東京	earth
34212	ドキドキ伝説　魔法陣グルグル	NULL	2000/04/04	2000/12/26	火	18:00	18:30	TX	テレビ東京	earth
34036	ブギーポップは笑わない	NULL	2000/01/11		火	26:15	26:45	TX	テレビ東京	earth
34026	六門天外モンコレナイト　MON-COLLE-KNIGHT	NULL	2000/01/10	2000/12/25	月	18:00	18:30	TX	テレビ東京	earth
61655	双星の陰陽師	NULL	2016/04/06	2017/03/29	水	18:25	18:55	TX	テレビ東京	earth
61656	バトルスピリッツ　ダブルドライブ	game	2016/04/06	2017/03/29	水	17:55	18:25	TX	テレビ東京	earth
34013	ブギーポップは笑わない　Boogiepop Phantom.	NULL	2000/01/05	2000/03/22	水	25:45	26:15	TX	テレビ東京	earth
60237	アイカツスターズ！（アイカツスターズ！(1)）	NULL	2016/04/07	2017/03/30	木	18:25	18:55	TX	テレビ東京	earth
33871	ビックリマン2000	character	1999/11/01	2001/02/26	月	18:30	19:00	TX	テレビ東京	earth
33842	レレレの天才バカボン	NULL	1999/10/19	2000/03/21	火	19:28	19:55	TX	テレビ東京	earth
60291	カードファイト！ヴァンガードＧ　ストライドゲート編	NULL	2016/04/17	2016/09/25	日	10:00	10:30	TX	テレビ東京	earth
33793	へっぽこ実験アニメーション　エクセル・サーガ	NULL	1999/10/07	2000/03/30	木	25:15	25:45	TX	テレビ東京	earth
33791	超生命体トランスフォーマー　ビーストウォーズ・メタルス（ビーストウォーズ・メタルス～超生命体トランスフォーマー～）（ビースト・メタルス…誤り）	original	1999/10/06	2000/03/29	水	18:30	19:00	TX	テレビ東京	earth
33789	セラフィムコール	NULL	1999/10/06	1999/12/22	水	25:45	26:15	TX	テレビ東京	earth
60521	パズドラクロス（パズドラＸ）	NULL	2016/07/04		月	18:25	18:55	TX	テレビ東京	earth
60522	D.Gray-man HALLOW	NULL	2016/07/04	2016/09/26	月	25:35	26:05	TX	テレビ東京	earth
60557	タブー・タトゥー	NULL	2016/07/04	2016/09/19	月	26:05	26:35	TX	テレビ東京	earth
60560	斉木楠雄のΨ難（斉木楠雄のΨ難(1)）	NULL	2016/07/04		月～金	07:05	07:30	TX	テレビ東京	earth
60529	スカーレットライダーゼクス	NULL	2016/07/05		火	25:35	26:05	TX	テレビ東京	earth
33788	無限のリヴァイアス	NULL	1999/10/06	2000/03/29	水	18:00	18:30	TX	テレビ東京	earth
33786	ジバクくん	NULL	1999/10/05		火	18:30	19:00	TX	テレビ東京	earth
33784	地球防衛企業ダイ・ガード（地球防衛企業ダイガード）	NULL	1999/10/05	2000/03/28	火	18:00	18:30	TX	テレビ東京	earth
60553	美男高校地球防衛部LOVE!LOVE!	NULL	2016/07/07	2016/09/22	木	26:35	27:05	TX	テレビ東京	earth
33756	ごぞんじ！月光仮面くん（ごぞんじ月光仮面くん）	NULL	1999/10/03	2000/03/26	日	10:00	10:30	TX	テレビ東京	earth
60841	タイムトラベル少女～マリ・ワカと８人の科学者たち～	NULL	2016/07/09	2016/09/24	土	07:00	07:30	TX	テレビ東京	earth
33759	ドンキーコング　DONKEY KONG	NULL	1999/10/01	2000/06/30	金	18:30	19:00	TX	テレビ東京	earth
33633	宇宙海賊ミトの大冒険２	NULL	1999/07/12		月	26:15	26:45	TX	テレビ東京	earth
62056	デジモンユニバース アプリモンスターズ	game	2016/10/01	2017/09/30	土	07:00	07:30	TX	テレビ東京	earth
60867	カードファイト!!ヴァンガードＧ NEXT	NULL	2016/10/02	2017/10/01	日	10:00	10:30	TX	テレビ東京	earth
61674	こねこのチー ポンポンらー大冒険	comic	2016/10/02	2017/09/24	日	07:00	07:14	TX	テレビ東京	earth
60906	灼熱の卓球娘	NULL	2016/10/03		月	25:35	26:05	TX	テレビ東京	earth
61614	十兵衛ちゃん─ラブリー眼帯の秘密─（十兵衛ちゃん(1)）	original	1999/04/05	1999/06/28	月	25:15	25:45	TX	テレビ東京	earth
60879	夏目友人帳　伍	comic	2016/10/04	2016/12/20	火	25:35	26:05	TX	テレビ東京	earth
33592	メダロット MEDAROT	NULL	1999/07/02	2000/06/30	金	18:00	18:30	TX	テレビ東京	earth
33589	キョロちゃん	NULL	1999/07/01	2001/03/29	木	18:00	18:30	TX	テレビ東京	earth
33490	KAIKANフレーズ（快感フレーズ）	NULL	1999/04/20	2000/03/27	火	19:00	19:30	TX	テレビ東京	earth
33486	A・D・POLICE（AD POLICE）	NULL	1999/04/18		日	25:15	25:45	TX	テレビ東京	earth
33445	天使になるもんっ！	NULL	1999/04/07	1999/09/29	水	18:00	18:30	TX	テレビ東京	earth
33443	ベターマン	NULL	1999/04/06	1999/09/30	火	26:15	26:45	TX	テレビ東京	earth
33438	エデンズボゥイ（エデンズ・ボーイ）	NULL	1999/04/06	1999/09/28	火	18:00	18:30	TX	テレビ東京	earth
33437	ステラバスター　ミトの大冒険	NULL	1999/04/05		月	26:15	26:45	TX	テレビ東京	earth
61070	ポケットモンスター サン＆ムーン	game	2016/11/17		木	18:55	19:25	TX	テレビ東京	earth
33434	イソップワールド	NULL	1999/04/05		月	18:30	19:00	TX	テレビ東京	earth
61273	銀魂	comic	2017/01/08		日	25:35	26:05	TX	テレビ東京	earth
33422	神八剣伝	NULL	1999/04/03	1999/09/25	土	08:00	08:30	TX	テレビ東京	earth
61290	弱虫ペダル　NEW GENERATION	NULL	2017/01/09	2017/06/26	月	25:35	26:05	TX	テレビ東京	earth
61309	鬼平	NULL	2017/01/09	2017/04/03	月	26:05	26:35	TX	テレビ東京	earth
33416	ゴクドーくん漫遊記	NULL	1999/04/02		金	18:30	19:00	TX	テレビ東京	earth
61283	けものフレンズ	NULL	2017/01/10	2017/03/28	火	25:35	26:05	TX	テレビ東京	earth
33326	超発明BOYカニパン	NULL	1999/02/05	1999/06/25	金	18:00	18:30	TX	テレビ東京	earth
33325	超生命体トランスフォーマー　ビーストウォーズ・ネオ（ビーストウォーズネオ）	original	1999/02/03	1999/09/29	水	18:30	19:00	TX	テレビ東京	earth
61814	闇芝居（闇芝居(4)）	NULL	2017/01/15	2017/03/26	日	26:05	26:10	TX	テレビ東京	earth
33234	火魅子伝	NULL	1999/01/06	1999/03/31	水	25:45	26:15	TX	テレビ東京	earth
33217	宇宙海賊ミトの大冒険(1)	NULL	1999/01/04	1999/03/29	月	25:15	25:45	TX	テレビ東京	earth
33261	小さな巨人　ミクロマン	NULL	1999/01/04	1999/12/27	月	18:00	18:30	TX	テレビ東京	earth
53309	超速スピナー	NULL	1998/11/30	1999/09/10	月～金	06:45	07:30	TX	テレビ東京	earth
61675	デュエル・マスターズ	comic	2017/04/02		日	08:30	09:00	TX	テレビ東京	earth
61676	ふるさとめぐり　日本の昔ばなし	NULL	2017/04/02		日	09:00	09:30	TX	テレビ東京	earth
61690	アイドルタイム プリパラ	NULL	2017/04/04		火	17:55	18:25	TX	テレビ東京	earth
61691	王室教師ハイネ	NULL	2017/04/04	2017/06/20	火	26:05	26:35	TX	テレビ東京	earth
33098	ヨシモト　ムチッコ物語（ヨシモト　ムチッ子物語、吉本ムチッコ物語…誤り）	NULL	1998/10/26	1999/11/05	月～金	06:45	06:50	TX	テレビ東京	earth
33066	学級王ヤマザキ（２）（途中から…超ギャグわーるど　学級王ヤマザキ）	NULL	1998/10/13	1999/04/13	火	19:00	19:30	TX	テレビ東京	earth
61694	BORUTO－ボルト－ NARUTO NEXT GENERATIONS	NULL	2017/04/05		水	17:55	18:25	TX	テレビ東京	earth
33047	花さか天使テンテンくん	NULL	1998/10/10	1999/09/25	土	18:30	19:00	TX	テレビ東京	earth
32482	EAT-MAN'98	NULL	1998/10/07	1998/12/23	水	25:45	26:15	TX	テレビ東京	earth
61719	恋愛暴君	comic	2017/04/06		木	26:35	27:05	TX	テレビ東京	earth
62431	アイカツスターズ！（アイカツスターズ！(2)）	NULL	2017/04/06		木	18:25	18:55	TX	テレビ東京	earth
33038	快傑蒸気探偵団（かいけつ蒸気探偵団）	NULL	1998/10/07	1999/03/31	水	18:00	18:30	TX	テレビ東京	earth
33035	バブルガム・クライシス TOKYO2040（バブルガムクライシス TOKYO 2040）	NULL	1998/10/07	1999/03/31	水	25:15	25:45	TX	テレビ東京	earth
33033	スーパードール・リカちゃん（スーパードール　リカちゃん）	NULL	1998/10/06	1999/09/28	火	18:30	19:00	TX	テレビ東京	earth
33031	セイバーマリオネットJtoX	NULL	1998/10/06	1999/03/30	火	18:00	18:30	TX	テレビ東京	earth
33029	ジェネレイターガウル（ジェネレイター・ガウル）	NULL	1998/10/06	1998/12/22	火	26:55	27:25	TX	テレビ東京	earth
32999	聖ルミナス女学院	NULL	1998/10/05	1998/12/28	月	25:15	25:45	TX	テレビ東京	earth
51941	夏目友人帳　陸	comic	2017/04/11	2017/06/20	火	25:35	26:05	TX	テレビ東京	earth
61740	スナックワールド	NULL	2017/04/13		木	19:25	19:53	TX	テレビ東京	earth
61839	遊戯王VRAINS	comic	2017/05/10		水	18:25	18:55	TX	テレビ東京	earth
33019	ポポロクロイス物語	NULL	1998/10/04	1999/03/28	日	07:30	08:00	TX	テレビ東京	earth
61995	闇芝居（闇芝居(5)）	NULL	2017/07/02	2017/10/02	日	27:10	27:10	TX	テレビ東京	earth
33015	突撃！パッパラ隊	NULL	1998/10/03		土	08:00	08:30	TX	テレビ東京	earth
33012	彼氏彼女の事情	NULL	1998/10/02		金	18:30	19:00	TX	テレビ東京	earth
33007	時空探偵ゲンシクン	NULL	1998/10/01	1999/06/24	木	18:00	18:30	TX	テレビ東京	earth
32824	serial experiments lain	NULL	1998/07/06	1998/09/28	月	25:15	25:45	TX	テレビ東京	earth
32833	発明BOYカニパン	NULL	1998/07/03		金	18:00	18:30	TX	テレビ東京	earth
32828	－影技－SHADOW SKILL	NULL	1998/07/02	1998/12/24	木	25:15	25:45	TX	テレビ東京	earth
32486	センチメンタルジャーニー	NULL	1998/04/08	1998/07/01	水	25:45	26:15	TX	テレビ東京	earth
32487	ヴァイスクロイツ Weiβ kreuz	NULL	1998/04/08	1998/09/30	水	26:15	26:45	TX	テレビ東京	earth
32691	サイレントメビウス	NULL	1998/04/07	1998/09/29	火	18:00	18:30	TX	テレビ東京	earth
32669	アニメ・グランダー武蔵RV	NULL	1998/04/04	1998/12/26	土	07:00	07:30	TX	テレビ東京	earth
32668	たこやきマントマン	NULL	1998/04/04	1999/09/25	土	07:30	08:00	TX	テレビ東京	earth
62493	おそ松さん（おそ松さん　第２期）	NULL	2017/10/02		月	25:35	26:05	TX	テレビ東京	earth
32665	ロストユニバース（ロスト・ユニバース）	NULL	1998/04/03	1998/09/25	金	18:30	19:00	TX	テレビ東京	earth
32663	カウボーイビバップ　COWBOY BEBOP	NULL	1998/04/03	1998/06/26	金	18:00	18:30	TX	テレビ東京	earth
62492	ブラッククローバー	NULL	2017/10/03		火	18:25	18:55	TX	テレビ東京	earth
32654	ビーストウォーズII　総攻撃！編　超生命体トランスフォーマー	original	1998/04/01	1999/01/27	水	18:30	19:00	TX	テレビ東京	earth
62516	牙狼-VANISHING LINE-	NULL	2017/10/06		金	25:23	25:53	TX	テレビ東京	earth
32653	トライガン	NULL	1998/04/01	1998/09/30	水	25:15	25:45	TX	テレビ東京	earth
62520	カードファイト!!ヴァンガードGZ	NULL	2017/10/08		日	10:00	10:30	TX	テレビ東京	earth
32652	ロードス島戦記　英雄騎士伝	NULL	1998/04/01	1998/09/30	水	18:00	18:30	TX	テレビ東京	earth
32537	星方武侠 OUTLAW STAR（星方武侠アウトロースター）	NULL	1998/01/08	1998/06/25	木	25:15	25:55	TX	テレビ東京	earth
63150	ポチっと発明 ピカちんキット	NULL	2018/01/06		土	09:30	10:00	TX	テレビ東京	earth
63177	弱虫ペダル GLORY LINE	NULL	2018/01/08		月	26:05	26:35	TX	テレビ東京	earth
32532	万能文化猫娘	NULL	1998/01/07	1998/03/25	水	18:00	18:30	TX	テレビ東京	earth
31969	ポケットモンスター　POCKET MONSTERS（ポケモン）	game	1997/04/01	2002/11/14	火	18:30	19:00	TX	テレビ東京	earth
31967	新天地無用！（新・天地無用！）	NULL	1997/04/01	1997/09/23	火	18:00	18:30	TX	テレビ東京	earth
31914	ケロケロちゃいむ	NULL	1997/03/06	1997/09/25	木	18:00	18:30	TX	テレビ東京	earth
31840	EAT-MAN（EAT MAN）	NULL	1997/01/09	1997/03/27	木	25:15	25:45	TX	テレビ東京	earth
31839	マッハGoGoGo	NULL	1997/01/09	1997/09/25	木	19:00	19:30	TX	テレビ東京	earth
31795	はいばーぽりす	NULL	1997/04/03	1997/09/25	木	25:15	25:45	TX	テレビ東京	earth
31623	ハーメルンのバイオリン弾き	NULL	1996/10/05	1997/03/29	土	07:00	07:30	TX	テレビ東京	earth
31619	魔法少女プリティサミー（魔法少女プリティーサミー、少女プリティサミー）	NULL	1996/10/04	1997/03/28	金	18:30	19:00	TX	テレビ東京	earth
31618	エルフを狩るモノたち(1)	NULL	1996/10/03	1996/12/19	木	25:45	26:15	TX	テレビ東京	earth
31140	超者ライディーン	NULL	1996/10/02	1997/06/25	水	18:30	19:00	TX	テレビ東京	earth
31612	機動戦艦ナデシコ	NULL	1996/10/01	1997/03/25	火	18:30	19:00	TX	テレビ東京	earth
31611	セイバーマリオネットＪ	NULL	1996/10/01	1997/03/25	火	18:00	18:30	TX	テレビ東京	earth
31496	赤ちゃんと僕	NULL	1996/07/11	1997/03/26	木	19:00	19:30	TX	テレビ東京	earth
31354	七星闘神ガイファード	NULL	1996/04/08	1996/09/30	月	18:30	19:00	TX	テレビ東京	earth
30980	あにめあさいち　ドッカン！ロボ天どん	NULL	1995/10/05	1996/03/28	木	07:35	08:05	TX	テレビ東京	earth
31343	スレイヤーズNEXT	light_novel	1996/04/05	1996/09/27	金	18:30	19:00	TX	テレビ東京	earth
31342	こどものおもちゃ	NULL	1996/04/05	1998/03/27	金	18:00	18:30	TX	テレビ東京	earth
31337	水色時代	NULL	1996/04/04	1997/02/27	木	18:00	18:30	TX	テレビ東京	earth
31334	ＶＳ騎士ラムネ＆４０炎（ＮＧ騎士ラムネ＆４０炎…誤り）	NULL	1996/04/03	1996/09/25	水	18:30	19:00	TX	テレビ東京	earth
31328	天空のエスカフローネ	NULL	1996/04/02	1996/09/24	火	18:00	18:30	TX	テレビ東京	earth
31185	爆走兄弟レッツ＆ゴー！！（(52)より…「爆走兄弟レッツ＆ゴー!!WGP」と改題）	NULL	1996/01/08	1997/12/22	月	18:00	18:30	TX	テレビ東京	earth
30997	バーチャファイター（バーチャルファイター…誤り）	NULL	1995/10/09	1996/06/27	月	18:30	19:00	TX	テレビ東京	earth
30985	神秘の世界エルハザード	NULL	1995/10/06		金	18:30	19:00	TX	テレビ東京	earth
30979	闘魔鬼神伝ONI	NULL	1995/10/05	1996/03/21	木	07:35	08:05	TX	テレビ東京	earth
30977	新世紀エヴァンゲリオン	NULL	1995/10/04	1996/03/27	水	18:30	19:00	TX	テレビ東京	earth
30974	モジャ公	NULL	1995/10/03	1997/03/31	火	18:30	19:00	TX	テレビ東京	earth
30973	爆れつハンター	NULL	1995/10/03	1996/03/26	火	18:00	18:30	TX	テレビ東京	earth
30837	ナースエンジェルりりかSOS	NULL	1995/07/07	1996/03/08	金	18:00	18:30	TX	テレビ東京	earth
61768	ビット・ザ・キューピッド	NULL	1995/04/20	1996/03/28	木	19:00	19:30	TX	テレビ東京	earth
30500	とびだすアニメ　ほのぼの	NULL	1995/04/20	1996/03/28	木	19:00	19:30	TX	テレビ東京	earth
30742	アニメ缶	NULL	1995/04/20		木	19:00	19:30	TX	テレビ東京	earth
30683	スレイヤーズ！	light_novel	1995/04/07	1995/09/29	金	18:30	19:00	TX	テレビ東京	earth
30673	ふしぎ遊戯	NULL	1995/04/06		木	18:00	18:30	TX	テレビ東京	earth
30669	愛天使伝説ウェディングピーチ（愛天使伝説ウエディングピーチ、愛天使伝説ピーチ）	NULL	1995/04/05	1996/03/27	水	18:00	18:30	TX	テレビ東京	earth
30666	獣戦士ガルキーバ（獣戦士ガルキード）	NULL	1995/04/04	1995/09/26	火	18:00	18:30	TX	テレビ東京	earth
30656	天地無用（１）宇宙篇	NULL	1995/04/02		日	18:30	19:00	TX	テレビ東京	earth
30654	恐竜冒険記ジュラトリッパー	NULL	1995/04/02	1995/12/24	日	07:30	08:00	TX	テレビ東京	earth
30542	鬼神童子ZENKI（鬼神童子ゼンキ）	NULL	1995/01/09	1995/12/25	月	18:00	18:30	TX	テレビ東京	earth
30346	BLUE SEED ブルーシード	NULL	1994/10/05	1995/03/29	水	18:00	18:30	TX	テレビ東京	earth
30331	ハローキティとバッドばつ丸	character	1994/10/05	1995/03/29	水	07:35	08:05	TX	テレビ東京	earth
30086	銀河戦国群雄伝ライ	NULL	1994/04/08	1995/03/31	金	18:30	19:00	TX	テレビ東京	earth
30077	とっても！ラッキーマン	NULL	1994/04/06	1995/03/23	水	18:00	18:30	TX	テレビ東京	earth
30071	覇王大系リューナイト	NULL	1994/04/05	1995/03/28	火	18:00	18:30	TX	テレビ東京	earth
28398	ファンタジーアドベンチャー　長靴をはいた猫の冒険	NULL	1992/04/01	1992/09/23	水	07:00	07:30	TX	テレビ東京	earth
27825	ゲンジ通信あげだま	NULL	1991/10/04	1992/09/25	金	18:00	18:30	TX	テレビ東京	earth
27136	緊急発進セイバーキッズ（緊急発進ヤイバーキッズ…誤り）	NULL	1991/02/19	1992/02/11	火	18:30	19:00	TX	テレビ東京	earth
29920	赤ずきんチャチャ	NULL	1994/01/07	1995/06/30	金	18:00	18:30	TX	テレビ東京	earth
29869	カリメロ(2)	NULL	1993/12/27	1993/12/31	月～金	07:35	08:30	TX	テレビ東京	earth
29767	ジャングルの王者ターちゃん	NULL	1993/10/14	1994/09/29	木	19:00	19:30	TX	テレビ東京	earth
29746	楽しいウイロータウン	NULL	1993/10/07	1994/03/31	木			TX	テレビ東京	earth
29743	大好き！ハローキティ	character	1993/10/05	1994/03/29	火	18:30	19:00	TX	テレビ東京	earth
29393	疾風！アイアンリーガー（疾風アイアンリーガー）	NULL	1993/04/06	1994/03/29	火	18:30	19:00	TX	テレビ東京	earth
29315	熱血最強ゴウザウラー	NULL	1993/03/03	1994/02/23	水	18:00	18:30	TX	テレビ東京	earth
29076	バットマン	NULL	1992/12/02	1993/09/29	水	18:30	19:00	TX	テレビ東京	earth
28973	風の中の少女　金髪のジェニー	NULL	1992/10/15	1993/09/30	木	19:30	20:00	TX	テレビ東京	earth
28972	カリメロ(1)	NULL	1992/10/15	1993/09/09	木	19:00	19:30	TX	テレビ東京	earth
61767	スペースオズの冒険	NULL	1992/10/05	1993/04/05	月	19:00	19:30	TX	テレビ東京	earth
28905	姫ちゃんのリボン	NULL	1992/10/02	1993/12/24	金	18:00	18:30	TX	テレビ東京	earth
28898	おやゆび姫物語	NULL	1992/09/30	1993/03/31	水	07:00	07:30	TX	テレビ東京	earth
28502	見ると強くなる痛快！横綱アニメ　ああ播磨灘（新聞ラテ欄表記…相撲アニメ　ああ播磨灘）	NULL	1992/04/23	1992/10/01	木	19:30	20:00	TX	テレビ東京	earth
28397	元気爆発ガンバルガー	NULL	1992/04/01	1993/02/24	水	18:00	18:30	TX	テレビ東京	earth
28308	宇宙の騎士テッカマンブレード	NULL	1992/02/25	1993/02/02	火	18:30	19:00	TX	テレビ東京	earth
27878	炎の闘球児　ドッジ弾平	NULL	1991/10/14	1992/09/21	月	19:00	19:30	TX	テレビ東京	earth
